x,y
0.7888066400507827,0.11343739405915748
0.7900064116431275,0.11346080615437946
0.7912061846753201,0.1134841443467527
0.7924059591108817,0.11350741028263708
0.793755707130758,0.11353349251490572
0.7951054568798547,0.11355948510641664
0.7964552083575479,0.11358538777934987
0.7976549888516756,0.11360833916080186
0.7988547707130651,0.1136312189571472
0.8002045269934651,0.11365687014660766
0.8015542849594219,0.1136824324887578
0.8027540711122557,0.11370508613015258
0.8041038321772367,0.11373048430846495
0.8053036211249028,0.11375298944250198
0.8068033593408034,0.11378101235754418
0.8080031511729954,0.11380336318315339
0.8092029442329322,0.11382564800595925
0.8104027385255489,0.1138478663633311
0.8117525086701939,0.11387277733732179
0.8129523055563955,0.11389485519637833
0.8141521036844271,0.11391686546607059
0.8153519030229351,0.1139388096524509
0.8167016787719069,0.1139634150885918
0.817901480618764,0.11398522169947875
0.8191012836170233,0.11400696486779177
0.8204510634536776,0.11403134503517409
0.8218008447553852,0.11405564395615012
0.8230006514819416,0.11407718041152472
0.8243504354372428,0.11410133147798703
0.8255502444634721,0.11412273943395339
0.8269000309332049,0.11414674955944946
0.82824981868134,0.11417068770859304
0.8295996076721784,0.11419455568318775
0.8309493978711068,0.11421835523942259
0.8321492123094298,0.11423945769405694
0.833349027653049,0.11426050861365622
0.8346988210320504,0.11428412712342984
0.8358986382276098,0.11430507222405413
0.8370984562608238,0.11432596928543602
0.8384482525823096,0.11434941902964754
0.8397980499095639,0.11437281080891742
0.8409978705290598,0.11439355884574708
0.8421976919028484,0.11441426321726421
0.8435474918797767,0.11443750159681904
0.8447473147975079,0.11445811630242121
0.84594713841399,0.1144786902989127
0.8471469627124053,0.11449922448826283
0.8483467876763712,0.1145197197522098
0.8495466132899281,0.11454017695271858
0.8507464395375276,0.1145605969324284
0.8520962448492766,0.11458352334458638
0.8532960723953389,0.1146038668868077
0.8544959005293498,0.114624175723206
0.8556957292373378,0.11464445062118206
0.8568955585056862,0.11466469233094989
0.858095388321124,0.11468490158592543
0.8594451975394631,0.11470759682962534
0.8607950074158217,0.11473025290353396
0.8619948389232102,0.11475036145588946
0.8633446499945312,0.11477294622374659
0.8645444825391414,0.11479299279188371
0.8658942947465333,0.11481550955843389
0.8672441075329677,0.11483799158633233
0.868443941566432,0.11485794884417418
0.8696437760350245,0.11487787992486145
0.8708436109286076,0.11489778540502135
0.8720434462372942,0.11491766584840318
0.8732432819514406,0.11493752180616901
0.8745930976310726,0.11495982945104007
0.8757929341764744,0.11497963511483122
0.8769927710986823,0.1149994179383549
0.8781926083889916,0.11501917842375889
0.8793924460389096,0.11503891706199254
0.8805922840401506,0.11505863433305902
0.8819421022259287,0.11508078981414978
0.8831419409476491,0.11510046319363243
0.8843417799960579,0.11512011663896887
0.8856915993294802,0.11514220208937295
0.8870414190564587,0.11516426347326852
0.8882412591167497,0.11518385504597445
0.8895910795592546,0.11520587260704375
0.8907909202410538,0.11522542607987761
0.8922907215337088,0.11524984088174069
0.8936405430436979,0.11527179290148439
0.8948403846527803,0.1152912893912868
0.8960402265226772,0.11531076982357333
0.8973900489489071,0.11533266543151444
0.8987398716895142,0.11535454165010468
0.8999397143676976,0.11537397223449737
0.9011395572825011,0.11539338820204212
0.9024893808543571,0.1154152130700063
0.9038392047114918,0.11543702028693735
0.9050390483597605,0.11545639087570467
0.9062388922227932,0.11547574815709488
0.907438736295765,0.11549509242121321
0.9087885611375887,0.11551683860238743
0.9099884056414813,0.11553615611978743
0.911188250340943,0.11555546148623898
0.9123880952315976,0.11557475496622491
0.9135879403091712,0.115594036818372
0.9147877855694894,0.11561330729558233
0.9161376117134648,0.11563497249903548
0.9174874380778852,0.11565662396353787
0.9188372646572269,0.1156782620249741
0.9201870914461094,0.1156998870108717
0.9213869376420996,0.11571909914161903
0.9225867839959339,0.11573830141207883
0.9237866305041107,0.11575749403607305
0.9249864771632096,0.11577667722270177
0.9263363048414712,0.11579824662229297
0.9275361518104984,0.11581741041410007
0.9288859798287536,0.11583895852615213
0.930085827093319,0.11585810380533113
0.9314356554357969,0.11587963159767993
0.932785483943903,0.11590114900235503
0.9341353126135323,0.11592265627198597
0.9353351604443354,0.1159417660317153
0.9366849894080495,0.1159632548362159
0.9378848374945158,0.11598234853683043
0.939084685697097,0.11600143493938157
0.9404345150687331,0.11602289810477175
0.9416343635098444,0.11604196950646345
0.9428342120592992,0.1160610340906814
0.9440340607147272,0.11608009200419721
0.9452339094738121,0.1160991433905573
0.9467337205810883,0.11612294764419079
0.9480835507024568,0.1161443636066169
0.9492833997954337,0.11616339395296654
0.9504832489825202,0.11618241836486182
0.9516830982616676,0.11620143696968696
0.9528829476308736,0.11622044989203265
0.9540827970881807,0.11623945725375807
0.9554326278367307,0.11626083364888706
0.9566324774750804,0.11627982957877285
0.9578323271956897,0.11629882031213341
0.9590321769967766,0.11631780596018293
0.9602320268765985,0.11633678663170134
0.96158185808889,0.11635813372339969
0.9629316893963011,0.11637947479958127
0.9641315395206639,0.11639844000632336
0.9653313897167746,0.11641740067332736
0.9665312399830858,0.11643635689744436
0.9678810716196178,0.116457677146447
0.9692309033409746,0.11647899202431866
0.9704307538253587,0.11649793444030317
0.9716306043737369,0.11651687280233533
0.9728304549847345,0.11653580719666334
0.9741802869996573,0.11655710347543469
0.9753801377393845,0.11657602971055785
0.9765799885376261,0.11659495223573488
0.9777798393931286,0.11661387112971769
0.978979690304667,0.11663278646954363
0.9801795412710426,0.11665169833057337
0.9816793550628623,0.1166753328364307
0.9828792061485498,0.11669423712626818
0.9840790572853549,0.11671313817141374
0.9854288898775763,0.1167343978275015
0.9866287411194902,0.11675329219908677
0.9878285924091931,0.11677218353567946
0.9891784251693049,0.11679343252928295
0.9903782765572802,0.11681231762323875
0.9917281094253054,0.11683355976057569
0.9929279609071673,0.1168524388885714
0.9941278124317217,0.11687131530308015
0.9954776454497327,0.11689254790742264
0.9966774970620904,0.11691141874000957
0.9978773487143777,0.11693028703361115
0.9990772004057507,0.11694915284155784
1.0004270336069678,0.11697037379562725
1.0016268853787347,0.1169892344898898
1.0028267371870656,0.11700809285793803
1.0041765705167387,0.1170293056395525
1.0055264038906393,0.11705051560664538
1.0068762373077205,0.11707172282548504
1.0080760892673262,0.11709057156630528
1.0092759412595436,0.11710941823104384
1.0104757932836885,0.11712826286303482
1.0118256268504129,0.11714946055499136
1.0130254789402449,0.1171683010041897
1.0143753125791257,0.11718949410083797
1.0155751647317548,0.11720833055038288
1.0167750169129537,0.11722716517999228
1.0179748691221258,0.11724599802748639
1.0193247028921095,0.11726718277226497
1.0206745366959455,0.11728836535997678
1.0218743889921422,0.1173071926622565
1.0230742413139162,0.11732601833444423
1.024274093660736,0.11734484241028335
1.0254739460320814,0.11736366492279353
1.0266737984274432,0.1173824859042866
1.0280236324019911,0.1174036576107911
1.0293734664056107,0.11742482746369921
1.030573318875708,0.11744364368014724
1.0319231529323751,0.11746481015036879
1.033123005448651,0.11748362342191428
1.0343228579859451,0.11750243535295342
1.035672692116453,0.11752359711365402
1.0368725446970117,0.11754240628498806
1.038072397297264,0.11756121420000769
1.0394222314969603,0.11758237154696691
1.0406220841377556,0.11760117687539094
1.041821936797007,0.11761998102620107
1.0430217894743359,0.11763878402346574
1.0442216421693726,0.11765758589074077
1.0454214948817548,0.11767638665108043
1.0466213476111277,0.11769518632704849
1.0479711819527369,0.11771633461805452
1.0493210163149271,0.11773748159539438
1.0506708506972264,0.11775862728912356
1.0520206850991736,0.11777977172857923
1.0532205379160735,0.11779856581746843
1.0545703723538944,0.11781970796666438
1.0557702252020345,0.11783850006100588
1.056970078064402,0.11785729124692815
1.0581699309407089,0.11787608154278088
1.059519765443839,0.11789721952185304
1.060719618348857,0.11791600798426544
1.0619194712669524,0.11793479561152187
1.0631193241978616,0.11795358242042193
1.064469158761025,0.11797471656551499
1.0658189933397197,0.11799584971862163
1.0670188463105534,0.11801463397750307
1.0683686809176165,0.11803576531856329
1.0695685339131609,0.1180545479989838
1.070768386919963,0.11807332996021087
1.071968239937798,0.1180921112165975
1.0731680929664462,0.11811089178219447
1.0743679460056912,0.11812967167075687
1.0755677990553223,0.11814845089575049
1.0767676521151321,0.11816722947035797
1.0779675051849191,0.11818600740748499
1.0793173399008058,0.11820713179593237
1.0805171929911543,0.11822590841918618
1.0817170460908743,0.11824468444359565
1.08291689919978,0.11826345988098483
1.084266733958695,0.11828458151975128
1.0854665870865354,0.11830335574708038
1.0868164218662795,0.118324476054683
1.0880162750122697,0.11834324912201927
1.0893661098119807,0.11836436815345747
1.0905659629753712,0.11838314010866666
1.0919157977942255,0.11840425791652284
1.0931156509742987,0.11842302880536826
1.0944654858115084,0.11844414543991659
1.0956653390075792,0.11846291530615366
1.096865192210945,0.1184816847060546
1.098065045421464,0.11850045364867429
1.0994148802921755,0.1185215681415963
1.100614733517447,0.1185403361411079
1.1018145867494469,0.11855910371045668
1.1030144399880453,0.1185778708579449
1.1043642748896587,0.11859898337524107
1.105564128141868,0.1186177496525134
1.1067639814002863,0.11863651553279189
1.1079638346647949,0.1186552810236901
1.1093136695949266,0.11867639171757725
1.110663504532455,0.11869750193849396
1.1120133394772216,0.11871861169660057
1.1133631744290706,0.11873972100182076
1.114563027725079,0.11875848447850522
1.1157628810264597,0.11877724761165591
1.1171127159971834,0.11879835570990065
1.1183125693096512,0.11881711813404312
1.1196624042925825,0.11883822545161093
1.1210122392817827,0.11885933236827204
1.1222120926103647,0.11887809376190847
1.1235619276111553,0.11889919993732685
1.1247617809500394,0.11891796067208088
1.1261116159624198,0.11893906610625653
1.127311469311606,0.11895782618212813
1.12851132266564,0.1189765859479374
1.129711176024522,0.11899534540368437
1.1309110293882516,0.119014104549369
1.1322608644285825,0.1190352081958416
1.133610699475049,0.11905631144989154
1.134810552854533,0.11907506958787362
1.1360104062388643,0.11909382741579336
1.1372102596280431,0.11911258493365078
1.138410113022069,0.11913134214144587
1.139609966420942,0.11915009903917863
1.1408098198246623,0.11916885562684905
1.1420096732332294,0.11918761190445715
1.1433595083240018,0.1192087123243436
1.1447093434209084,0.11922981235180742
1.1460591785239491,0.11925091198684859
1.147259031953721,0.11926966690793395
1.1484588853883393,0.11928842151895698
1.149658738827804,0.11930717581991766
1.1510085739533356,0.11932827401607578
1.1522084274030988,0.11934702765815398
1.1534082808577082,0.11936578099016985
1.1547581160002771,0.11938687809626504
1.1561079511489796,0.11940797480993756
1.1573078046193386,0.11942672713425079
1.1586576397796258,0.1194478231066805
1.1600074749460456,0.11946891868668755
1.1613573101185986,0.11949001387427192
1.1627071452972841,0.11951110866943364
1.1639069987942947,0.11952985928840391
1.165256833984564,0.1195509533423228
1.1664566874918707,0.11956970330241055
1.167656541004023,0.11958845295243596
1.1690063762113263,0.11960954591629186
1.1702062297337745,0.11962829490743475
1.1715560649526606,0.11964938713004782
1.1727559184854042,0.11966813546230817
1.1741057537158726,0.1196892269436784
1.1753056072589116,0.11970797461705622
1.1766554425009617,0.11972906535718358
1.1780052777491434,0.11975015570488826
1.1793551130034563,0.11977124566017024
1.1805549665676902,0.11978999197702518
1.181904801833584,0.1198110811910643
1.1832546371056092,0.11983217001268073
1.1844544906855867,0.11985091532183295
1.1856543442704082,0.1198696603209228
1.1870041795594632,0.11989074805247617
1.1882040331545782,0.11990949239268345
1.189553868455213,0.11993057938299394
1.190753722060621,0.11994932306431866
1.192103557372835,0.11997040931338626
1.1933034109885354,0.1199891523358284
1.1945032646090794,0.12000789504820814
1.195703118234467,0.1200266374505255
1.1970529535691576,0.12004772226070982
1.1982528072048368,0.12006646400414461
1.1994526608453595,0.120085205437517
1.200802496197077,0.1201062891576382
1.2021523315549236,0.1201273724853367
1.2035021669188994,0.12014845542061246
1.2048520022890048,0.12016953796346551
1.2062018376652388,0.12019062011389584
1.2074016913378451,0.12020935949310482
1.2087515267256563,0.12023044090229222
1.210101362119596,0.12025152191905687
1.2114511975196642,0.12027260254339879
1.212801032925861,0.12029368277531798
1.214150868338186,0.12031476261481443
1.2153507220428725,0.12033349993985998
1.216700557466773,0.12035457903811349
1.2180503928968016,0.12037565774394425
1.2194002283329584,0.12039673605735225
1.2207500637752426,0.12041781397833753
1.2219499175065591,0.1204365495980398
1.2231497712427175,0.12045528490767965
1.2243496249837171,0.12047401990725709
1.2256994604484692,0.12049509638935894
1.2268993141997566,0.12051383073005373
1.2280991679558855,0.12053256476068609
1.2294490034376573,0.12055364015272474
1.2306488572040732,0.12057237352447445
1.2319986926974182,0.1205934481752701
1.23334852819689,0.12061452243364298
1.2348483454260888,0.120637937791807
1.2361981809384945,0.12065901122173182
1.23739803473214,0.12067774284938036
1.2387478702561177,0.12069881553806219
1.2400977057862215,0.12071988783432125
1.2414475413224513,0.12074095973815754
1.242797376864807,0.12076203124957105
1.2439972306850746,0.12078076117187618
1.2453470662390012,0.12080183194204668
1.2465469200695536,0.12082056120546912
1.2478967556350509,0.12084163123439658
1.2492465912066735,0.12086270087090124
1.2505964267844212,0.12088377011498315
1.2519462623682944,0.12090483896664225
1.2532960979582923,0.12092590742587858
1.254495951820908,0.12094463463513729
1.2558457874224753,0.12096570235313056
1.2570456412953745,0.12098442890350657
1.2583954769085106,0.12100549588025679
1.259595330791693,0.12102422177175008
1.2609451664163975,0.12104528800725722
1.2622950020472266,0.12106635385034159
1.2634948559461354,0.12108507873413188
1.264844691588532,0.12110614383597315
1.2661945272370527,0.12112720854539162
1.2673943811516875,0.12114593242147892
1.2687442168117753,0.12116699638965432
1.2700940524779867,0.1211880599654069
1.2714438881503218,0.12120912314873666
1.2727937238287803,0.12123018593964362
1.274143559513362,0.12125124833812775
1.2756433769482345,0.12127465051863752
1.2768432309009705,0.12129337195298286
1.2781930666039214,0.12131443317419854
1.2793929205669377,0.12133315394966111
1.2807427562814537,0.12135421442963369
1.2819426102547502,0.12137293454621348
1.2831424642328841,0.1213916543527308
1.2844922999644073,0.12141271374263997
1.2858421357020526,0.1214337727401263
1.2870419896959082,0.12145249153894055
1.2882418436946008,0.1214712100276923
1.2894416976981309,0.12148992820638159
1.2906415517064977,0.12150864607500839
1.2918414057197014,0.1215273636335727
1.293041259737742,0.1215460808820745
1.2942411137606198,0.1215647978205138
1.2955909495424784,0.12158585398383519
1.2969407853304586,0.12160690975473373
1.29829062112456,0.12162796513320943
1.2994904751685976,0.12164668071512533
